starttime	seconds	ctime	dtime	ttime	wait
Wed Sep 08 17:37:51 2021	1631115471	0	890	890	889
Wed Sep 08 17:37:45 2021	1631115465	0	891	891	890
Wed Sep 08 17:37:39 2021	1631115459	0	891	891	891
Wed Sep 08 17:37:39 2021	1631115459	0	892	892	892
Wed Sep 08 17:37:45 2021	1631115465	0	892	892	892
Wed Sep 08 17:37:38 2021	1631115458	0	892	892	892
Wed Sep 08 17:37:52 2021	1631115472	0	893	893	892
Wed Sep 08 17:37:50 2021	1631115470	0	893	893	798
Wed Sep 08 17:37:47 2021	1631115467	0	893	893	892
Wed Sep 08 17:37:45 2021	1631115465	0	894	894	893
Wed Sep 08 17:37:52 2021	1631115472	0	895	895	894
Wed Sep 08 17:37:41 2021	1631115461	0	895	895	522
Wed Sep 08 17:37:46 2021	1631115466	0	895	896	895
Wed Sep 08 17:37:45 2021	1631115465	0	896	896	896
Wed Sep 08 17:37:42 2021	1631115462	0	897	897	745
Wed Sep 08 17:37:44 2021	1631115464	0	897	898	896
Wed Sep 08 17:37:51 2021	1631115471	0	898	899	898
Wed Sep 08 17:37:46 2021	1631115466	0	899	899	899
Wed Sep 08 17:37:48 2021	1631115468	0	899	899	898
Wed Sep 08 17:37:52 2021	1631115472	0	899	899	899
Wed Sep 08 17:37:41 2021	1631115461	0	900	900	900
Wed Sep 08 17:37:50 2021	1631115470	0	900	900	899
Wed Sep 08 17:37:52 2021	1631115472	0	902	902	901
Wed Sep 08 17:37:53 2021	1631115473	0	902	902	901
Wed Sep 08 17:37:40 2021	1631115460	0	902	902	902
Wed Sep 08 17:37:40 2021	1631115460	0	903	903	729
Wed Sep 08 17:37:46 2021	1631115466	0	903	903	903
Wed Sep 08 17:37:56 2021	1631115476	0	903	904	903
Wed Sep 08 17:37:50 2021	1631115470	0	904	904	903
Wed Sep 08 17:37:55 2021	1631115475	0	905	905	905
Wed Sep 08 17:37:41 2021	1631115461	0	906	906	905
Wed Sep 08 17:37:42 2021	1631115462	0	906	906	905
Wed Sep 08 17:37:53 2021	1631115473	0	906	906	905
Wed Sep 08 17:37:39 2021	1631115459	0	907	907	906
Wed Sep 08 17:37:43 2021	1631115463	0	908	908	907
Wed Sep 08 17:37:46 2021	1631115466	0	908	908	907
Wed Sep 08 17:37:55 2021	1631115475	0	908	908	907
Wed Sep 08 17:37:38 2021	1631115458	0	908	908	908
Wed Sep 08 17:37:42 2021	1631115462	0	910	910	909
Wed Sep 08 17:37:50 2021	1631115470	0	911	911	911
Wed Sep 08 17:37:52 2021	1631115472	0	912	912	735
Wed Sep 08 17:37:50 2021	1631115470	0	912	912	911
Wed Sep 08 17:37:42 2021	1631115462	0	912	912	440
Wed Sep 08 17:37:45 2021	1631115465	0	915	915	906
Wed Sep 08 17:37:46 2021	1631115466	0	915	915	914
Wed Sep 08 17:37:53 2021	1631115473	0	915	915	915
Wed Sep 08 17:37:50 2021	1631115470	0	916	917	916
Wed Sep 08 17:37:43 2021	1631115463	0	917	917	915
Wed Sep 08 17:37:50 2021	1631115470	0	917	917	916
Wed Sep 08 17:37:38 2021	1631115458	0	917	917	916
Wed Sep 08 17:37:44 2021	1631115464	0	917	917	917
Wed Sep 08 17:37:39 2021	1631115459	0	917	917	917
Wed Sep 08 17:37:48 2021	1631115468	0	917	918	915
Wed Sep 08 17:37:38 2021	1631115458	0	918	918	612
Wed Sep 08 17:37:50 2021	1631115470	0	918	918	918
Wed Sep 08 17:37:51 2021	1631115471	0	918	919	918
Wed Sep 08 17:37:48 2021	1631115468	0	919	919	896
Wed Sep 08 17:37:52 2021	1631115472	0	919	919	849
Wed Sep 08 17:37:47 2021	1631115467	0	920	920	920
Wed Sep 08 17:37:52 2021	1631115472	0	920	920	920
Wed Sep 08 17:37:46 2021	1631115466	0	921	921	920
Wed Sep 08 17:37:42 2021	1631115462	0	921	921	920
Wed Sep 08 17:37:42 2021	1631115462	0	922	922	922
Wed Sep 08 17:37:43 2021	1631115463	0	924	924	923
Wed Sep 08 17:37:46 2021	1631115466	0	924	924	918
Wed Sep 08 17:37:41 2021	1631115461	0	925	925	924
Wed Sep 08 17:37:45 2021	1631115465	0	927	927	926
Wed Sep 08 17:37:47 2021	1631115467	0	927	927	927
Wed Sep 08 17:37:46 2021	1631115466	0	928	928	927
Wed Sep 08 17:37:42 2021	1631115462	0	929	929	678
Wed Sep 08 17:37:38 2021	1631115458	6	925	930	762
Wed Sep 08 17:37:44 2021	1631115464	0	932	932	664
Wed Sep 08 17:37:45 2021	1631115465	0	934	934	932
Wed Sep 08 17:37:54 2021	1631115474	0	934	934	933
Wed Sep 08 17:37:51 2021	1631115471	0	934	934	934
Wed Sep 08 17:37:38 2021	1631115458	3	931	935	931
Wed Sep 08 17:37:55 2021	1631115475	0	935	935	841
Wed Sep 08 17:37:39 2021	1631115459	0	935	936	935
Wed Sep 08 17:37:44 2021	1631115464	0	936	936	935
Wed Sep 08 17:37:46 2021	1631115466	0	937	937	937
Wed Sep 08 17:37:44 2021	1631115464	0	937	937	937
Wed Sep 08 17:37:45 2021	1631115465	0	938	938	937
Wed Sep 08 17:37:51 2021	1631115471	0	939	939	910
Wed Sep 08 17:37:40 2021	1631115460	0	939	940	760
Wed Sep 08 17:37:46 2021	1631115466	0	940	940	940
Wed Sep 08 17:37:45 2021	1631115465	0	940	941	940
Wed Sep 08 17:37:45 2021	1631115465	0	941	941	940
Wed Sep 08 17:37:51 2021	1631115471	0	941	942	941
Wed Sep 08 17:37:38 2021	1631115458	0	942	942	942
Wed Sep 08 17:37:44 2021	1631115464	0	943	943	652
Wed Sep 08 17:37:52 2021	1631115472	0	943	943	943
Wed Sep 08 17:37:46 2021	1631115466	0	944	944	943
Wed Sep 08 17:37:55 2021	1631115475	0	945	945	944
Wed Sep 08 17:37:53 2021	1631115473	0	945	945	944
Wed Sep 08 17:37:52 2021	1631115472	0	945	945	941
Wed Sep 08 17:37:45 2021	1631115465	0	945	945	945
Wed Sep 08 17:37:44 2021	1631115464	0	945	945	945
Wed Sep 08 17:37:41 2021	1631115461	0	946	946	944
Wed Sep 08 17:37:40 2021	1631115460	0	947	947	946
Wed Sep 08 17:37:43 2021	1631115463	0	947	947	946
Wed Sep 08 17:37:52 2021	1631115472	0	947	947	945
Wed Sep 08 17:37:43 2021	1631115463	0	948	948	947
Wed Sep 08 17:37:47 2021	1631115467	0	948	948	947
Wed Sep 08 17:37:40 2021	1631115460	0	948	948	948
Wed Sep 08 17:37:38 2021	1631115458	4	945	949	761
Wed Sep 08 17:37:51 2021	1631115471	0	949	949	948
Wed Sep 08 17:37:44 2021	1631115464	0	949	949	776
Wed Sep 08 17:37:54 2021	1631115474	0	949	949	949
Wed Sep 08 17:37:48 2021	1631115468	0	951	951	950
Wed Sep 08 17:37:39 2021	1631115459	0	951	951	950
Wed Sep 08 17:37:52 2021	1631115472	0	952	952	951
Wed Sep 08 17:37:51 2021	1631115471	0	952	952	951
Wed Sep 08 17:37:43 2021	1631115463	0	952	952	951
Wed Sep 08 17:37:53 2021	1631115473	0	953	953	952
Wed Sep 08 17:37:51 2021	1631115471	0	953	953	952
Wed Sep 08 17:37:43 2021	1631115463	0	953	953	953
Wed Sep 08 17:37:39 2021	1631115459	0	953	953	953
Wed Sep 08 17:37:50 2021	1631115470	0	954	954	953
Wed Sep 08 17:37:54 2021	1631115474	0	955	956	954
Wed Sep 08 17:37:46 2021	1631115466	0	955	956	954
Wed Sep 08 17:37:39 2021	1631115459	0	956	956	955
Wed Sep 08 17:37:48 2021	1631115468	0	957	957	956
Wed Sep 08 17:37:42 2021	1631115462	0	957	957	957
Wed Sep 08 17:37:40 2021	1631115460	0	958	958	957
Wed Sep 08 17:37:52 2021	1631115472	0	958	958	958
Wed Sep 08 17:37:42 2021	1631115462	0	958	959	732
Wed Sep 08 17:37:52 2021	1631115472	0	959	959	958
Wed Sep 08 17:37:41 2021	1631115461	0	959	959	959
Wed Sep 08 17:37:50 2021	1631115470	0	960	960	959
Wed Sep 08 17:37:43 2021	1631115463	0	960	960	954
Wed Sep 08 17:37:38 2021	1631115458	5	955	960	955
Wed Sep 08 17:37:46 2021	1631115466	0	961	961	961
Wed Sep 08 17:37:42 2021	1631115462	0	962	962	961
Wed Sep 08 17:37:52 2021	1631115472	0	962	962	962
Wed Sep 08 17:37:44 2021	1631115464	0	962	962	962
Wed Sep 08 17:37:48 2021	1631115468	0	963	963	962
Wed Sep 08 17:37:44 2021	1631115464	0	965	965	965
Wed Sep 08 17:37:45 2021	1631115465	0	966	966	966
Wed Sep 08 17:37:54 2021	1631115474	0	967	967	966
Wed Sep 08 17:37:42 2021	1631115462	0	967	967	966
Wed Sep 08 17:37:46 2021	1631115466	1	969	970	969
Wed Sep 08 17:37:53 2021	1631115473	0	971	971	970
Wed Sep 08 17:37:47 2021	1631115467	0	972	972	971
Wed Sep 08 17:37:40 2021	1631115460	0	972	972	867
Wed Sep 08 17:37:51 2021	1631115471	0	973	973	972
Wed Sep 08 17:37:50 2021	1631115470	0	974	974	973
Wed Sep 08 17:37:45 2021	1631115465	0	975	975	974
Wed Sep 08 17:37:50 2021	1631115470	0	975	976	975
Wed Sep 08 17:37:53 2021	1631115473	0	977	977	977
Wed Sep 08 17:37:44 2021	1631115464	0	977	977	977
Wed Sep 08 17:37:38 2021	1631115458	6	973	979	973
Wed Sep 08 17:37:40 2021	1631115460	0	979	979	977
Wed Sep 08 17:37:52 2021	1631115472	0	979	979	979
Wed Sep 08 17:37:54 2021	1631115474	0	979	979	979
Wed Sep 08 17:37:46 2021	1631115466	0	980	980	919
Wed Sep 08 17:37:39 2021	1631115459	0	981	981	980
Wed Sep 08 17:37:41 2021	1631115461	0	981	981	900
Wed Sep 08 17:37:41 2021	1631115461	0	982	982	977
Wed Sep 08 17:37:43 2021	1631115463	0	983	983	982
Wed Sep 08 17:37:49 2021	1631115469	0	983	983	982
Wed Sep 08 17:37:45 2021	1631115465	0	984	984	983
Wed Sep 08 17:37:56 2021	1631115476	0	984	984	912
Wed Sep 08 17:37:47 2021	1631115467	0	985	985	984
Wed Sep 08 17:37:43 2021	1631115463	0	985	985	984
Wed Sep 08 17:37:41 2021	1631115461	0	987	987	936
Wed Sep 08 17:37:46 2021	1631115466	0	988	988	987
Wed Sep 08 17:37:47 2021	1631115467	0	988	988	987
Wed Sep 08 17:37:48 2021	1631115468	0	988	988	988
Wed Sep 08 17:37:46 2021	1631115466	0	989	989	989
Wed Sep 08 17:37:52 2021	1631115472	0	991	991	967
Wed Sep 08 17:37:48 2021	1631115468	0	991	991	991
Wed Sep 08 17:37:39 2021	1631115459	0	991	992	991
Wed Sep 08 17:37:53 2021	1631115473	0	992	992	992
Wed Sep 08 17:37:48 2021	1631115468	0	992	993	992
Wed Sep 08 17:37:49 2021	1631115469	0	993	993	992
Wed Sep 08 17:37:43 2021	1631115463	0	993	993	992
Wed Sep 08 17:37:40 2021	1631115460	0	993	993	993
Wed Sep 08 17:37:43 2021	1631115463	0	994	994	993
Wed Sep 08 17:37:39 2021	1631115459	0	994	994	994
Wed Sep 08 17:37:41 2021	1631115461	0	995	995	994
Wed Sep 08 17:37:51 2021	1631115471	0	996	996	995
Wed Sep 08 17:37:55 2021	1631115475	0	996	997	996
Wed Sep 08 17:37:40 2021	1631115460	0	997	997	996
Wed Sep 08 17:37:51 2021	1631115471	0	997	997	995
Wed Sep 08 17:37:52 2021	1631115472	0	997	997	996
Wed Sep 08 17:37:48 2021	1631115468	0	998	998	995
Wed Sep 08 17:37:40 2021	1631115460	0	998	998	997
Wed Sep 08 17:37:43 2021	1631115463	0	999	999	998
Wed Sep 08 17:37:48 2021	1631115468	0	999	999	998
Wed Sep 08 17:37:45 2021	1631115465	0	1000	1000	967
Wed Sep 08 17:37:38 2021	1631115458	0	1001	1001	1000
Wed Sep 08 17:37:43 2021	1631115463	0	1001	1001	1000
Wed Sep 08 17:37:51 2021	1631115471	0	1001	1001	1000
Wed Sep 08 17:37:45 2021	1631115465	0	1002	1002	1002
Wed Sep 08 17:37:43 2021	1631115463	0	1003	1003	1003
Wed Sep 08 17:37:55 2021	1631115475	0	1003	1003	1003
Wed Sep 08 17:37:42 2021	1631115462	0	1004	1004	1003
Wed Sep 08 17:37:49 2021	1631115469	0	1004	1004	1003
Wed Sep 08 17:37:47 2021	1631115467	0	1005	1005	1004
Wed Sep 08 17:37:39 2021	1631115459	0	1005	1005	1004
Wed Sep 08 17:37:53 2021	1631115473	0	1006	1006	1005
Wed Sep 08 17:37:50 2021	1631115470	0	1007	1007	1006
Wed Sep 08 17:37:46 2021	1631115466	0	1008	1008	1007
Wed Sep 08 17:37:53 2021	1631115473	0	1009	1009	1008
Wed Sep 08 17:37:53 2021	1631115473	0	1009	1009	1009
Wed Sep 08 17:37:55 2021	1631115475	0	1010	1010	1010
Wed Sep 08 17:37:55 2021	1631115475	0	1011	1011	993
Wed Sep 08 17:37:48 2021	1631115468	0	1011	1011	1011
Wed Sep 08 17:37:47 2021	1631115467	0	1012	1013	1012
Wed Sep 08 17:37:48 2021	1631115468	0	1013	1013	1012
Wed Sep 08 17:37:48 2021	1631115468	0	1014	1014	1013
Wed Sep 08 17:37:40 2021	1631115460	0	1014	1014	1013
Wed Sep 08 17:37:39 2021	1631115459	0	1014	1014	974
Wed Sep 08 17:37:56 2021	1631115476	0	1015	1015	1014
Wed Sep 08 17:37:51 2021	1631115471	0	1015	1015	1014
Wed Sep 08 17:37:47 2021	1631115467	0	1015	1015	1014
Wed Sep 08 17:37:42 2021	1631115462	1	1015	1016	1014
Wed Sep 08 17:37:38 2021	1631115458	4	1013	1016	1012
Wed Sep 08 17:37:56 2021	1631115476	0	1016	1017	1016
Wed Sep 08 17:37:46 2021	1631115466	0	1017	1017	1017
Wed Sep 08 17:37:55 2021	1631115475	0	1018	1018	1017
Wed Sep 08 17:37:52 2021	1631115472	0	1018	1018	1006
Wed Sep 08 17:37:44 2021	1631115464	0	1020	1020	1019
Wed Sep 08 17:37:42 2021	1631115462	0	1020	1020	1020
Wed Sep 08 17:37:46 2021	1631115466	0	1020	1021	1020
Wed Sep 08 17:37:44 2021	1631115464	0	1021	1021	1020
Wed Sep 08 17:37:47 2021	1631115467	0	1023	1023	1022
Wed Sep 08 17:37:55 2021	1631115475	0	1023	1023	1022
Wed Sep 08 17:37:53 2021	1631115473	0	1023	1024	1020
Wed Sep 08 17:37:50 2021	1631115470	0	1025	1025	1024
Wed Sep 08 17:37:44 2021	1631115464	0	1025	1025	1024
Wed Sep 08 17:37:42 2021	1631115462	0	1026	1026	1026
Wed Sep 08 17:37:51 2021	1631115471	0	1027	1027	1026
Wed Sep 08 17:37:40 2021	1631115460	0	1027	1027	1025
Wed Sep 08 17:37:49 2021	1631115469	0	1027	1027	1026
Wed Sep 08 17:37:38 2021	1631115458	6	1022	1028	1019
Wed Sep 08 17:37:53 2021	1631115473	0	1028	1028	1028
Wed Sep 08 17:37:52 2021	1631115472	0	1029	1029	1029
Wed Sep 08 17:37:40 2021	1631115460	0	1029	1029	1029
Wed Sep 08 17:37:50 2021	1631115470	0	1030	1030	803
Wed Sep 08 17:37:48 2021	1631115468	0	1030	1031	1030
Wed Sep 08 17:37:41 2021	1631115461	0	1033	1033	994
Wed Sep 08 17:37:52 2021	1631115472	0	1033	1033	1032
Wed Sep 08 17:37:52 2021	1631115472	0	1033	1033	1033
Wed Sep 08 17:37:39 2021	1631115459	0	1034	1034	1033
Wed Sep 08 17:37:48 2021	1631115468	0	1034	1035	1034
Wed Sep 08 17:37:45 2021	1631115465	0	1036	1036	972
Wed Sep 08 17:37:41 2021	1631115461	0	1036	1036	1035
Wed Sep 08 17:37:45 2021	1631115465	0	1037	1037	1036
Wed Sep 08 17:37:53 2021	1631115473	0	1037	1037	1036
Wed Sep 08 17:37:49 2021	1631115469	0	1037	1037	1037
Wed Sep 08 17:37:38 2021	1631115458	5	1033	1038	1032
Wed Sep 08 17:37:39 2021	1631115459	0	1039	1039	977
Wed Sep 08 17:37:44 2021	1631115464	0	1040	1040	1039
Wed Sep 08 17:37:40 2021	1631115460	0	1040	1040	1039
Wed Sep 08 17:37:50 2021	1631115470	0	1045	1045	1045
Wed Sep 08 17:37:45 2021	1631115465	0	1047	1047	1045
Wed Sep 08 17:37:49 2021	1631115469	0	1047	1047	1046
Wed Sep 08 17:37:44 2021	1631115464	0	1047	1047	1046
Wed Sep 08 17:37:51 2021	1631115471	0	1047	1048	1047
Wed Sep 08 17:37:42 2021	1631115462	0	1050	1050	1049
Wed Sep 08 17:37:55 2021	1631115475	0	1050	1050	1009
Wed Sep 08 17:37:49 2021	1631115469	0	1051	1051	1051
Wed Sep 08 17:37:49 2021	1631115469	0	1051	1052	1051
Wed Sep 08 17:37:40 2021	1631115460	0	1052	1052	1051
Wed Sep 08 17:37:42 2021	1631115462	0	1053	1053	1052
Wed Sep 08 17:37:46 2021	1631115466	0	1054	1054	1053
Wed Sep 08 17:37:54 2021	1631115474	0	1054	1054	1054
Wed Sep 08 17:37:47 2021	1631115467	0	1057	1057	1057
Wed Sep 08 17:37:48 2021	1631115468	0	1058	1058	1054
Wed Sep 08 17:37:41 2021	1631115461	0	1058	1058	1058
Wed Sep 08 17:37:41 2021	1631115461	0	1060	1060	1060
Wed Sep 08 17:37:48 2021	1631115468	0	1061	1061	1060
Wed Sep 08 17:37:44 2021	1631115464	0	1064	1064	1063
Wed Sep 08 17:37:46 2021	1631115466	0	1064	1064	1063
Wed Sep 08 17:37:44 2021	1631115464	0	1064	1064	1063
Wed Sep 08 17:37:46 2021	1631115466	0	1064	1064	1063
Wed Sep 08 17:37:53 2021	1631115473	0	1065	1065	1064
Wed Sep 08 17:37:39 2021	1631115459	0	1067	1067	548
Wed Sep 08 17:37:51 2021	1631115471	0	1068	1068	1068
Wed Sep 08 17:37:47 2021	1631115467	0	1069	1069	1066
Wed Sep 08 17:37:42 2021	1631115462	0	1070	1070	1069
Wed Sep 08 17:37:50 2021	1631115470	0	1070	1070	1067
Wed Sep 08 17:37:41 2021	1631115461	0	1071	1071	1070
Wed Sep 08 17:37:40 2021	1631115460	0	1071	1071	1070
Wed Sep 08 17:37:49 2021	1631115469	0	1071	1071	1071
Wed Sep 08 17:37:38 2021	1631115458	4	1069	1073	1069
Wed Sep 08 17:37:45 2021	1631115465	0	1074	1074	987
Wed Sep 08 17:37:40 2021	1631115460	0	1076	1076	1075
Wed Sep 08 17:37:38 2021	1631115458	4	1073	1078	1073
Wed Sep 08 17:37:48 2021	1631115468	0	1079	1079	1078
Wed Sep 08 17:37:49 2021	1631115469	0	1079	1079	1079
Wed Sep 08 17:37:53 2021	1631115473	0	1079	1080	1079
Wed Sep 08 17:37:50 2021	1631115470	0	1080	1080	1079
Wed Sep 08 17:37:41 2021	1631115461	0	1081	1081	1081
Wed Sep 08 17:37:49 2021	1631115469	0	1081	1081	1081
Wed Sep 08 17:37:52 2021	1631115472	0	1082	1082	1081
Wed Sep 08 17:37:53 2021	1631115473	0	1082	1083	1082
Wed Sep 08 17:37:41 2021	1631115461	0	1083	1083	1082
Wed Sep 08 17:37:41 2021	1631115461	0	1083	1083	1082
Wed Sep 08 17:37:40 2021	1631115460	0	1083	1083	1082
Wed Sep 08 17:37:41 2021	1631115461	0	1083	1083	1083
Wed Sep 08 17:37:50 2021	1631115470	0	1084	1084	1082
Wed Sep 08 17:37:49 2021	1631115469	0	1085	1085	1065
Wed Sep 08 17:37:39 2021	1631115459	0	1086	1086	1085
Wed Sep 08 17:37:39 2021	1631115459	0	1086	1086	1085
Wed Sep 08 17:37:49 2021	1631115469	0	1086	1086	1085
Wed Sep 08 17:37:44 2021	1631115464	0	1087	1087	1087
Wed Sep 08 17:37:45 2021	1631115465	0	1091	1091	1090
Wed Sep 08 17:37:40 2021	1631115460	0	1091	1091	873
Wed Sep 08 17:37:47 2021	1631115467	0	1092	1092	1091
Wed Sep 08 17:37:54 2021	1631115474	0	1093	1093	1092
Wed Sep 08 17:37:47 2021	1631115467	0	1094	1094	1093
Wed Sep 08 17:37:50 2021	1631115470	0	1094	1094	1093
Wed Sep 08 17:37:43 2021	1631115463	0	1095	1095	1094
Wed Sep 08 17:37:40 2021	1631115460	0	1096	1096	1095
Wed Sep 08 17:37:46 2021	1631115466	0	1097	1097	1096
Wed Sep 08 17:37:50 2021	1631115470	0	1097	1097	1096
Wed Sep 08 17:37:51 2021	1631115471	0	1097	1097	1097
Wed Sep 08 17:37:42 2021	1631115462	0	1098	1098	1097
Wed Sep 08 17:37:47 2021	1631115467	0	1098	1098	1077
Wed Sep 08 17:37:39 2021	1631115459	0	1099	1099	994
Wed Sep 08 17:37:45 2021	1631115465	0	1099	1099	1098
Wed Sep 08 17:37:38 2021	1631115458	0	1100	1100	1100
Wed Sep 08 17:37:52 2021	1631115472	0	1102	1102	1099
Wed Sep 08 17:37:46 2021	1631115466	0	1102	1102	1102
Wed Sep 08 17:37:38 2021	1631115458	4	1099	1103	1098
Wed Sep 08 17:37:41 2021	1631115461	0	1103	1103	1102
Wed Sep 08 17:37:51 2021	1631115471	0	1103	1103	1102
Wed Sep 08 17:37:43 2021	1631115463	0	1105	1105	1104
Wed Sep 08 17:37:45 2021	1631115465	0	1106	1106	1105
Wed Sep 08 17:37:41 2021	1631115461	0	1108	1108	1048
Wed Sep 08 17:37:39 2021	1631115459	0	1108	1108	1108
Wed Sep 08 17:37:51 2021	1631115471	0	1109	1109	1108
Wed Sep 08 17:37:42 2021	1631115462	0	1109	1109	1089
Wed Sep 08 17:37:51 2021	1631115471	0	1111	1111	1110
Wed Sep 08 17:37:47 2021	1631115467	0	1111	1111	1110
Wed Sep 08 17:37:54 2021	1631115474	0	1111	1111	1111
Wed Sep 08 17:37:45 2021	1631115465	0	1113	1113	1055
Wed Sep 08 17:37:39 2021	1631115459	0	1113	1113	1113
Wed Sep 08 17:37:41 2021	1631115461	0	1113	1113	1113
Wed Sep 08 17:37:38 2021	1631115458	4	1109	1114	1109
Wed Sep 08 17:37:44 2021	1631115464	0	1114	1114	1113
Wed Sep 08 17:37:55 2021	1631115475	0	1114	1114	1113
Wed Sep 08 17:37:40 2021	1631115460	0	1115	1115	1114
Wed Sep 08 17:37:48 2021	1631115468	0	1116	1116	1116
Wed Sep 08 17:37:51 2021	1631115471	0	1117	1117	1116
Wed Sep 08 17:37:42 2021	1631115462	0	1118	1118	1117
Wed Sep 08 17:37:48 2021	1631115468	0	1118	1118	1117
Wed Sep 08 17:37:45 2021	1631115465	0	1119	1119	1118
Wed Sep 08 17:37:42 2021	1631115462	1	1118	1119	1117
Wed Sep 08 17:37:54 2021	1631115474	0	1119	1119	1118
Wed Sep 08 17:37:50 2021	1631115470	0	1120	1120	1119
Wed Sep 08 17:37:45 2021	1631115465	0	1120	1121	1041
Wed Sep 08 17:37:53 2021	1631115473	0	1122	1122	1105
Wed Sep 08 17:37:46 2021	1631115466	0	1123	1123	1123
Wed Sep 08 17:37:52 2021	1631115472	0	1124	1124	1123
Wed Sep 08 17:37:41 2021	1631115461	0	1125	1125	1124
Wed Sep 08 17:37:44 2021	1631115464	0	1127	1127	1122
Wed Sep 08 17:37:54 2021	1631115474	0	1128	1128	1127
Wed Sep 08 17:37:48 2021	1631115468	0	1128	1128	1127
Wed Sep 08 17:37:44 2021	1631115464	0	1129	1129	1129
Wed Sep 08 17:37:40 2021	1631115460	0	1130	1130	1129
Wed Sep 08 17:37:55 2021	1631115475	0	1130	1130	1130
Wed Sep 08 17:37:56 2021	1631115476	0	1130	1130	1130
Wed Sep 08 17:37:42 2021	1631115462	0	1133	1133	1132
Wed Sep 08 17:37:44 2021	1631115464	0	1133	1133	1132
Wed Sep 08 17:37:40 2021	1631115460	0	1134	1134	1133
Wed Sep 08 17:37:39 2021	1631115459	0	1134	1134	1133
Wed Sep 08 17:37:42 2021	1631115462	0	1135	1135	1134
Wed Sep 08 17:37:42 2021	1631115462	0	1136	1136	888
Wed Sep 08 17:37:55 2021	1631115475	0	1136	1136	1136
Wed Sep 08 17:37:47 2021	1631115467	0	1137	1137	1136
Wed Sep 08 17:37:45 2021	1631115465	0	1137	1137	1082
Wed Sep 08 17:37:55 2021	1631115475	0	1138	1138	1137
Wed Sep 08 17:37:48 2021	1631115468	0	1138	1138	1137
Wed Sep 08 17:37:54 2021	1631115474	0	1138	1139	1138
Wed Sep 08 17:37:52 2021	1631115472	0	1140	1140	1140
Wed Sep 08 17:37:44 2021	1631115464	0	1140	1141	1140
Wed Sep 08 17:37:39 2021	1631115459	0	1140	1141	1140
Wed Sep 08 17:37:38 2021	1631115458	0	1142	1142	1141
Wed Sep 08 17:37:38 2021	1631115458	4	1138	1142	751
Wed Sep 08 17:37:39 2021	1631115459	0	1142	1142	1039
Wed Sep 08 17:37:42 2021	1631115462	0	1142	1142	1142
Wed Sep 08 17:37:40 2021	1631115460	0	1142	1142	1141
Wed Sep 08 17:37:38 2021	1631115458	4	1138	1143	1138
Wed Sep 08 17:37:38 2021	1631115458	5	1138	1143	742
Wed Sep 08 17:37:46 2021	1631115466	0	1143	1143	1142
Wed Sep 08 17:37:47 2021	1631115467	0	1143	1143	1143
Wed Sep 08 17:37:38 2021	1631115458	5	1139	1143	836
Wed Sep 08 17:37:38 2021	1631115458	6	1139	1145	740
Wed Sep 08 17:37:52 2021	1631115472	0	1145	1145	1043
Wed Sep 08 17:37:47 2021	1631115467	0	1146	1146	1145
Wed Sep 08 17:37:52 2021	1631115472	0	1146	1146	1145
Wed Sep 08 17:37:54 2021	1631115474	0	1146	1146	1145
Wed Sep 08 17:37:52 2021	1631115472	0	1146	1146	1144
Wed Sep 08 17:37:40 2021	1631115460	0	1147	1147	1146
Wed Sep 08 17:37:44 2021	1631115464	0	1147	1147	1146
Wed Sep 08 17:37:45 2021	1631115465	0	1147	1147	1147
Wed Sep 08 17:37:52 2021	1631115472	0	1149	1149	902
Wed Sep 08 17:37:54 2021	1631115474	0	1149	1149	1149
Wed Sep 08 17:37:44 2021	1631115464	0	1151	1151	1151
Wed Sep 08 17:37:48 2021	1631115468	0	1151	1151	807
Wed Sep 08 17:37:40 2021	1631115460	0	1152	1152	1151
Wed Sep 08 17:37:40 2021	1631115460	0	1152	1152	1152
Wed Sep 08 17:37:51 2021	1631115471	0	1159	1159	961
Wed Sep 08 17:37:41 2021	1631115461	0	1159	1159	1158
Wed Sep 08 17:37:48 2021	1631115468	0	1160	1160	1148
Wed Sep 08 17:37:43 2021	1631115463	0	1161	1161	1160
Wed Sep 08 17:37:48 2021	1631115468	0	1162	1162	1161
Wed Sep 08 17:37:47 2021	1631115467	0	1162	1162	1161
Wed Sep 08 17:37:43 2021	1631115463	0	1165	1165	1165
Wed Sep 08 17:37:45 2021	1631115465	0	1169	1169	1168
Wed Sep 08 17:37:43 2021	1631115463	0	1169	1170	1169
Wed Sep 08 17:37:50 2021	1631115470	0	1170	1170	1169
Wed Sep 08 17:37:44 2021	1631115464	0	1170	1170	1170
Wed Sep 08 17:37:49 2021	1631115469	0	1171	1171	1171
Wed Sep 08 17:37:51 2021	1631115471	0	1171	1171	1170
Wed Sep 08 17:37:40 2021	1631115460	0	1172	1173	1172
Wed Sep 08 17:37:46 2021	1631115466	0	1173	1173	1172
Wed Sep 08 17:37:40 2021	1631115460	0	1174	1174	1173
Wed Sep 08 17:37:38 2021	1631115458	0	1175	1175	1161
Wed Sep 08 17:37:54 2021	1631115474	0	1175	1175	1174
Wed Sep 08 17:37:55 2021	1631115475	0	1175	1176	1175
Wed Sep 08 17:37:50 2021	1631115470	0	1176	1176	1162
Wed Sep 08 17:37:44 2021	1631115464	0	1176	1176	1176
Wed Sep 08 17:37:53 2021	1631115473	0	1177	1177	1176
Wed Sep 08 17:37:41 2021	1631115461	0	1179	1179	1179
